
name,gender,count,year
Elizabeth,F,16322,1965
Laura,F,16215,1965
Michelle,F,16214,1965
Lori,F,15702,1965
Jennifer,F,15211,1965
John,M,71558,1965
David,M,67869,1965
James,M,67712,1965
Robert,M,63137,1965
William,M,40142,1965
Mark,M,38269,1965
Richard,M,36855,1965
Thomas,M,31631,1965
Jeffrey,M,29593,1965
Joseph,M,28661,1965
Timothy,M,28347,1965
Kevin,M,28191,1965
Steven,M,27993,1965
Scott,M,25446,1965
Paul,M,24928,1965
Daniel,M,24858,1965
Christopher,M,24647,1965
Brian,M,24560,1965
Charles,M,23494,1965
Kenneth,M,22673,1965
Lisa,F,56914,1966
Kimberly,F,32231,1966
Mary,F,28883,1966
Michelle,F,27151,1966
Karen,F,25447,1966
Susan,F,23772,1966
Patricia,F,20116,1966
Tammy,F,18624,1966
Angela,F,18532,1966
Jennifer,F,18217,1966
Cynthia,F,17413,1966
Donna,F,17034,1966
Julie,F,16329,1966
Pamela,F,16255,1966
Deborah,F,16250,1966
Elizabeth,F,15886,1966
Sandra,F,15854,1966
Linda,F,15560,1966
Laura,F,15551,1966
Christine,F,15548,1966
David,M,66434,1966
James,M,65189,1966
John,M,65047,1966
Robert,M,59340,1966
William,M,38266,1966
Mark,M,34809,1966
Richard,M,34470,1966
Jeffrey,M,30200,1966
Thomas,M,29015,1966
Timothy,M,28934,1966
Christopher,M,27880,1966
Steven,M,27711,1966
Brian,M,27271,1966
Joseph,M,26995,1966
Scott,M,26039,1966
Kevin,M,25594,1966
Paul,M,23585,1966
Daniel,M,23272,1966
Charles,M,22263,1966
Kenneth,M,20826,1966
Lisa,F,52435,1967
Kimberly,F,33100,1967
Michelle,F,30824,1967
Mary,F,25317,1967
Susan,F,22262,1967
Karen,F,21541,1967
Angela,F,19541,1967
Tammy,F,18653,1967
Melissa,F,18379,1967
Jennifer,F,18238,1967
Patricia,F,17746,1967
Amy,F,16128,1967
Elizabeth,F,16114,1967
Christine,F,15992,1967
Laura,F,15817,1967
Julie,F,15545,1967
Pamela,F,15367,1967
Cynthia,F,15337,1967
Donna,F,14782,1967
Sandra,F,14740,1967
David,M,66812,1967
James,M,61693,1967
John,M,61626,1967
Robert,M,56379,1967
William,M,37624,1967
Mark,M,34934,1967
Richard,M,33594,1967
Christopher,M,29429,1967
Brian,M,28664,1967
Timothy,M,28593,1967
Thomas,M,28277,1967
Jeffrey,M,28099,1967
Steven,M,27041,1967
Joseph,M,25941,1967
Scott,M,25547,1967
Kevin,M,24617,1967
Paul,M,22844,1967
Daniel,M,22212,1967
Charles,M,21296,1967
Anthony,M,20888,1967
Lisa,F,49536,1968
Michelle,F,33225,1968
Kimberly,F,31908,1968
Jennifer,F,26850,1968
Melissa,F,21728,1968
Mary,F,21721,1968
Angela,F,20666,1968
Tammy,F,20054,1968
Karen,F,19555,1968
Susan,F,19508,1968
Laura,F,18745,1968
Kelly,F,17141,1968
Amy,F,17089,1968
Christine,F,16519,1968
Patricia,F,15809,1968
Julie,F,15753,1968
Elizabeth,F,14892,1968
Tina,F,14772,1968
Cynthia,F,14047,1968
Pamela,F,14031,1968
David,M,63733,1968
John,M,60930,1968
James,M,60719,1968
Robert,M,58217,1968
William,M,36964,1968
Mark,M,35424,1968
Richard,M,32989,1968
Christopher,M,31480,1968
Brian,M,29945,1968
Jeffrey,M,28370,1968
Thomas,M,27450,1968
Timothy,M,26516,1968
Scott,M,26032,1968
Steven,M,25504,1968
Joseph,M,25401,1968
Kevin,M,23881,1968
Daniel,M,22023,1968
Paul,M,21877,1968
Charles,M,21575,1968
Anthony,M,20240,1968
Lisa,F,45027,1969
Michelle,F,34318,1969
Jennifer,F,33702,1969
Kimberly,F,33083,1969
Melissa,F,23022,1969
Amy,F,21467,1969
Angela,F,21052,1969
Mary,F,19851,1969
Tammy,F,19052,1969
Laura,F,17921,1969
Susan,F,17809,1969
Julie,F,17739,1969
Karen,F,17639,1969
Christine,F,16754,1969
Kelly,F,16327,1969
Elizabeth,F,15299,1969
Tracy,F,15105,1969
Patricia,F,14956,1969
Stephanie,F,14492,1969
Lori,F,14018,1969
David,M,63719,1969
James,M,59922,1969
John,M,58780,1969
Robert,M,58338,1969
William,M,37637,1969
Christopher,M,35705,1969
Mark,M,33397,1969
Brian,M,31701,1969
Richard,M,31111,1969
Jeffrey,M,28983,1969
Scott,M,28684,1969
Thomas,M,27487,1969
Steven,M,26551,1969
Joseph,M,26189,1969
Kevin,M,23576,1969
Timothy,M,23376,1969
Daniel,M,23190,1969
Charles,M,21682,1969
Anthony,M,20907,1969
Eric,M,20762,1969
Jennifer,F,46159,1970
Lisa,F,38965,1970
Kimberly,F,34138,1970
Michelle,F,34050,1970
Amy,F,25211,1970
Angela,F,24928,1970
Melissa,F,23742,1970
Tammy,F,19586,1970
Mary,F,19208,1970
Tracy,F,18468,1970
Julie,F,17161,1970
Karen,F,16703,1970
Laura,F,16495,1970
Christine,F,16061,1970
Susan,F,15738,1970
Dawn,F,15681,1970
Stephanie,F,15393,1970
Elizabeth,F,15119,1970
Heather,F,14671,1970
Kelly,F,14612,1970
James,M,61774,1970
David,M,61760,1970
John,M,58535,1970
Robert,M,57205,1970
Christopher,M,41790,1970
William,M,38910,1970
Brian,M,31938,1970
Mark,M,31500,1970
Richard,M,30463,1970
Jeffrey,M,30158,1970
Scott,M,28597,1970
Jason,M,27295,1970
Kevin,M,26987,1970
Steven,M,26824,1970
Joseph,M,26731,1970
Thomas,M,26683,1970
Eric,M,23583,1970
Daniel,M,23535,1970
Timothy,M,22439,1970
Charles,M,22432,1970
Jennifer,F,56783,1971
Michelle,F,33158,1971
Lisa,F,32906,1971
Kimberly,F,30698,1971
Amy,F,26238,1971
Angela,F,25890,1971
Melissa,F,23872,1971
Tammy,F,17658,1971
Mary,F,16697,1971
Julie,F,15328,1971
Stephanie,F,15142,1971
Heather,F,15019,1971
Tracy,F,14327,1971
Dawn,F,14280,1971
Karen,F,14212,1971
Laura,F,13871,1971
Susan,F,13781,1971
Christine,F,13677,1971
Elizabeth,F,13604,1971
Tina,F,13265,1971
James,M,54617,1971
David,M,53125,1971
John,M,51514,1971
Robert,M,50658,1971
Christopher,M,48246,1971
William,M,35435,1971
Jason,M,34191,1971
Brian,M,32647,1971
Scott,M,30919,1971
Richard,M,26169,1971
Jeffrey,M,25848,1971
Mark,M,25137,1971
Kevin,M,24874,1971
Joseph,M,24514,1971
Steven,M,23688,1971
Thomas,M,23167,1971
Eric,M,22976,1971
Matthew,M,22566,1971
Daniel,M,21788,1971
Timothy,M,20099,1971
Jennifer,F,63609,1972
Michelle,F,29285,1972
Lisa,F,27548,1972
Kimberly,F,26296,1972
Amy,F,25873,1972
Angela,F,23559,1972
Melissa,F,22499,1972
Stephanie,F,16886,1972
Heather,F,16325,1972
Nicole,F,15751,1972
Tammy,F,14210,1972
Julie,F,14070,1972
Mary,F,13760,1972
Rebecca,F,13257,1972
Elizabeth,F,12186,1972
Christine,F,11990,1972
Laura,F,11774,1972
Tina,F,11519,1972
Tracy,F,11436,1972
Dawn,F,11341,1972
Christopher,M,52190,1972
James,M,47084,1972
David,M,46377,1972
John,M,43182,1972
Robert,M,43033,1972
Jason,M,37448,1972
Brian,M,36325,1972
William,M,30529,1972
Matthew,M,22947,1972
Scott,M,22865,1972
Joseph,M,22470,1972
Kevin,M,22363,1972
Richard,M,22322,1972
Daniel,M,22112,1972
Eric,M,22038,1972
Jeffrey,M,21685,1972
Mark,M,21507,1972
Steven,M,19859,1972
Thomas,M,19579,1972
Timothy,M,17611,1972
Jennifer,F,62454,1973
Amy,F,26965,1973
Michelle,F,26930,1973
Kimberly,F,23532,1973
Lisa,F,22667,1973
Melissa,F,22480,1973
Angela,F,20893,1973
Heather,F,19349,1973
Stephanie,F,17263,1973
Rebecca,F,14870,1973
Nicole,F,13924,1973
Julie,F,12787,1973
Elizabeth,F,12360,1973
Mary,F,12319,1973
Tammy,F,11243,1973
Christina,F,10889,1973
Christine,F,10550,1973
Kelly,F,10516,1973
Laura,F,10342,1973
Tracy,F,9910,1973
Christopher,M,48323,1973
Jason,M,46688,1973
James,M,42888,1973
David,M,41109,1973
John,M,39176,1973
Robert,M,38708,1973
Brian,M,35717,1973
William,M,28023,1973
Matthew,M,24552,1973
Daniel,M,23699,1973
Joseph,M,21328,1973
Eric,M,20816,1973
Kevin,M,20798,1973
Mark,M,20386,1973
Richard,M,19952,1973
Jeffrey,M,19225,1973
Scott,M,18981,1973
Thomas,M,17937,1973
Steven,M,17193,1973
Anthony,M,16416,1973
Jennifer,F,63117,1974
Amy,F,29567,1974
Michelle,F,25827,1974
Heather,F,23185,1974
Angela,F,22798,1974
Kimberly,F,22420,1974
Melissa,F,22167,1974
Lisa,F,19777,1974
Stephanie,F,16982,1974
Rebecca,F,15167,1974
Nicole,F,13113,1974
Elizabeth,F,12260,1974
Mary,F,11741,1974
Julie,F,11363,1974
Christina,F,10850,1974
Kelly,F,10846,1974
Jessica,F,10653,1974
Shannon,F,10609,1974
Christine,F,9899,1974
Sarah,F,9786,1974
Jason,M,54771,1974
Christopher,M,48616,1974
David,M,41805,1974
James,M,41360,1974
John,M,37643,1974
Robert,M,37040,1974
Brian,M,34468,1974
Matthew,M,27224,1974
William,M,26992,1974
Daniel,M,23845,1974
Joseph,M,21843,1974
Eric,M,20190,1974
Kevin,M,19473,1974
Jeffrey,M,19328,1974
Mark,M,18916,1974
Richard,M,18651,1974
Scott,M,18046,1974
Steven,M,17677,1974
Thomas,M,17287,1974
Anthony,M,16396,1974
Jennifer,F,58186,1975
Amy,F,32252,1975
Heather,F,24303,1975
Melissa,F,24166,1975
Angela,F,23356,1975
Michelle,F,22664,1975
Kimberly,F,20261,1975
Lisa,F,18133,1975
Stephanie,F,15773,1975
Nicole,F,14276,1975
Rebecca,F,13926,1975
Christina,F,12976,1975
Jessica,F,12930,1975
Amanda,F,12656,1975
Elizabeth,F,12474,1975
Kelly,F,11737,1975
Sarah,F,11170,1975
Julie,F,11144,1975
Mary,F,10966,1975
Laura,F,10314,1975
Jason,M,52188,1975
Christopher,M,46594,1975
James,M,39593,1975
David,M,39178,1975
Robert,M,35336,1975
John,M,35097,1975
Brian,M,30605,1975
Matthew,M,28558,1975
William,M,25575,1975
Daniel,M,23827,1975
Joseph,M,22144,1975
Eric,M,19819,1975
Jeffrey,M,18327,1975
Kevin,M,18085,1975
Richard,M,17685,1975
Scott,M,17321,1975
Steven,M,17067,1975
Mark,M,16753,1975
Thomas,M,16557,1975
Anthony,M,16499,1975
Jennifer,F,59476,1976
Amy,F,31341,1976
Melissa,F,25092,1976
Heather,F,24199,1976
Angela,F,22041,1976
Michelle,F,19555,1976
Kimberly,F,18966,1976
Jessica,F,18370,1976
Lisa,F,17349,1976
Amanda,F,15591,1976
Stephanie,F,15180,1976
Rebecca,F,14492,1976
Nicole,F,14454,1976
Christina,F,14034,1976
Sarah,F,13992,1976
Elizabeth,F,13550,1976
Shannon,F,13373,1976
Jamie,F,12539,1976
Kelly,F,11792,1976
Laura,F,11253,1976
Jason,M,52684,1976
Christopher,M,45216,1976
David,M,39297,1976
James,M,38308,1976
John,M,34001,1976
Robert,M,33810,1976
Brian,M,30537,1976
Matthew,M,29993,1976
Daniel,M,24720,1976
William,M,24447,1976
Joseph,M,24072,1976
Eric,M,21377,1976
Jeremy,M,20138,1976
Kevin,M,18485,1976
Ryan,M,17502,1976
Jeffrey,M,17026,1976
Joshua,M,16868,1976
Richard,M,16765,1976
Steven,M,16664,1976
Timothy,M,16634,1976
Jennifer,F,58964,1977
Melissa,F,26887,1977
Amy,F,26732,1977
Jessica,F,24845,1977
Heather,F,23775,1977
Angela,F,20998,1977
Michelle,F,19539,1977
Kimberly,F,18286,1977
Amanda,F,18279,1977
Kelly,F,18235,1977
Sarah,F,18098,1977
Lisa,F,17015,1977
Elizabeth,F,16425,1977
Stephanie,F,15421,1977
Nicole,F,15251,1977
Christina,F,14496,1977
Rebecca,F,14194,1977
Jamie,F,12901,1977
Shannon,F,12517,1977
Laura,F,11321,1977
Jason,M,55654,1977
Christopher,M,46751,1977
David,M,40548,1977
James,M,40051,1977
John,M,34236,1977
Robert,M,34222,1977
Brian,M,32502,1977
Matthew,M,31976,1977
Joseph,M,26491,1977
Daniel,M,26079,1977
William,M,24769,1977
Kevin,M,22486,1977
Joshua,M,22078,1977
Jeremy,M,21614,1977
Ryan,M,21256,1977
Eric,M,20747,1977
Timothy,M,17986,1977
Jeffrey,M,17484,1977
Richard,M,17451,1977
Anthony,M,16800,1977
Jennifer,F,56318,1978
Melissa,F,28332,1978
Jessica,F,26102,1978
Amy,F,23215,1978
Heather,F,22269,1978
Amanda,F,20521,1978
Angela,F,20511,1978
Sarah,F,19978,1978
Michelle,F,18861,1978
Nicole,F,17273,1978
Lisa,F,17035,1978
Kelly,F,16986,1978
Kimberly,F,16879,1978
Elizabeth,F,16806,1978
Christina,F,16370,1978
Stephanie,F,16231,1978
Rebecca,F,13800,1978
Crystal,F,12593,1978
Laura,F,11244,1978
Jamie,F,10982,1978
Jason,M,51621,1978
Christopher,M,47257,1978
David,M,40703,1978
James,M,39915,1978
Matthew,M,34313,1978
John,M,34031,1978
Robert,M,33392,1978
Brian,M,29450,1978
Joseph,M,26671,1978
Daniel,M,26442,1978
Joshua,M,25214,1978
William,M,24187,1978
Ryan,M,21334,1978
Kevin,M,20113,1978
Eric,M,19777,1978
Timothy,M,19604,1978
Jeremy,M,19511,1978
Jeffrey,M,17001,1978
Anthony,M,16815,1978
Andrew,M,16742,1978
Jennifer,F,56720,1979
Melissa,F,34051,1979
Amanda,F,31927,1979
Jessica,F,27776,1979
Amy,F,21612,1979
Sarah,F,21017,1979
Heather,F,20842,1979
Angela,F,20257,1979
Nicole,F,19511,1979
Michelle,F,19267,1979
Elizabeth,F,18077,1979
Kimberly,F,17638,1979
Lisa,F,17286,1979
Christina,F,16458,1979
Stephanie,F,16204,1979
Kelly,F,15299,1979
Rebecca,F,14547,1979
Crystal,F,13467,1979
Jamie,F,12156,1979
Laura,F,11886,1979
Christopher,M,50680,1979
Jason,M,50407,1979
David,M,42079,1979
James,M,39374,1979
Matthew,M,35656,1979
John,M,35435,1979
Robert,M,34023,1979
Joshua,M,31136,1979
Joseph,M,28671,1979
Brian,M,28667,1979
Daniel,M,28523,1979
William,M,24701,1979
Ryan,M,23218,1979
Nicholas,M,21340,1979
Jeremy,M,21011,1979
Eric,M,20271,1979
Timothy,M,19078,1979
Kevin,M,18742,1979
Andrew,M,18637,1979
Anthony,M,17527,1979
Jennifer,F,58379,1980
Amanda,F,35819,1980
Jessica,F,33923,1980
Melissa,F,31634,1980
Sarah,F,25754,1980
Heather,F,19972,1980
Nicole,F,19918,1980
Amy,F,19833,1980
Elizabeth,F,19529,1980
Michelle,F,19122,1980
Kimberly,F,18500,1980
Angela,F,17969,1980
Stephanie,F,17841,1980
Tiffany,F,16228,1980
Christina,F,16140,1980
Lisa,F,15660,1980
Rebecca,F,15280,1980
Crystal,F,14256,1980
Kelly,F,13715,1980
Erin,F,13434,1980
Christopher,M,49091,1980
Jason,M,48170,1980
David,M,41922,1980
James,M,39317,1980
Matthew,M,37863,1980
Joshua,M,36060,1980
John,M,35274,1980
Robert,M,34276,1980
Joseph,M,30199,1980
Daniel,M,29893,1980
Brian,M,28723,1980
Justin,M,26759,1980
William,M,25654,1980
Ryan,M,24799,1980
Eric,M,22630,1980
Nicholas,M,21028,1980
Jeremy,M,19903,1980
Andrew,M,19728,1980
Timothy,M,19152,1980
Jonathan,M,18990,1980
Jennifer,F,57046,1981
Jessica,F,42530,1981
Amanda,F,34372,1981
Sarah,F,28170,1981
Melissa,F,28003,1981
Amy,F,20343,1981
Nicole,F,20314,1981
Stephanie,F,20211,1981
Elizabeth,F,20171,1981
Heather,F,17945,1981
Michelle,F,17773,1981
Rebecca,F,16739,1981
Kimberly,F,16688,1981
Tiffany,F,16415,1981
Angela,F,15918,1981
Crystal,F,15883,1981
Christina,F,14395,1981
Lisa,F,14293,1981
Erin,F,13856,1981
Amber,F,13813,1981
Christopher,M,50228,1981
Matthew,M,43324,1981
Jason,M,41926,1981
David,M,40647,1981
Joshua,M,39054,1981
James,M,38307,1981
John,M,34881,1981
Robert,M,34396,1981
Daniel,M,30992,1981
Joseph,M,30771,1981
Justin,M,27312,1981
Ryan,M,26821,1981
Brian,M,26603,1981
William,M,24803,1981
Jonathan,M,22600,1981
Eric,M,20722,1981
Andrew,M,20228,1981
Brandon,M,20220,1981
Adam,M,20042,1981
Nicholas,M,19778,1981
Jennifer,F,57113,1982
Jessica,F,45444,1982
Amanda,F,34211,1982
Sarah,F,28483,1982
Melissa,F,25863,1982
Nicole,F,21705,1982
Stephanie,F,20856,1982
Elizabeth,F,20512,1982
Crystal,F,19101,1982
Amy,F,18800,1982
Michelle,F,17766,1982
Heather,F,17494,1982
Tiffany,F,17173,1982
Kimberly,F,16096,1982
Rebecca,F,15726,1982
Angela,F,15004,1982
Ashley,F,14851,1982
Amber,F,14677,1982
Christina,F,14511,1982
Erin,F,14366,1982
Christopher,M,59227,1982
Matthew,M,46055,1982
Jason,M,40618,1982
David,M,40446,1982
James,M,38870,1982
Joshua,M,38026,1982
John,M,34698,1982
Robert,M,34416,1982
Daniel,M,32653,1982
Joseph,M,31040,1982
Justin,M,29106,1982
Ryan,M,26695,1982
Brian,M,25830,1982
William,M,25600,1982
Jonathan,M,23127,1982
Andrew,M,22837,1982
Brandon,M,20221,1982
Adam,M,20101,1982
Eric,M,19875,1982
Nicholas,M,19647,1982
Jennifer,F,54339,1983
Jessica,F,45281,1983
Amanda,F,33754,1983
Ashley,F,33290,1983
Sarah,F,27231,1983
Melissa,F,23473,1983
Nicole,F,22396,1983
Stephanie,F,22325,1983
Heather,F,20747,1983
Elizabeth,F,19840,1983
Crystal,F,17904,1983
Amy,F,17096,1983
Michelle,F,16831,1983
Tiffany,F,15959,1983
Kimberly,F,15372,1983
Christina,F,15361,1983
Amber,F,14888,1983
Erin,F,14838,1983
Rebecca,F,14712,1983
Rachel,F,14590,1983
Christopher,M,59339,1983
Matthew,M,50207,1983
David,M,39199,1983
Joshua,M,36705,1983
James,M,36348,1983
Jason,M,35109,1983
Daniel,M,34747,1983
John,M,33151,1983
Robert,M,32745,1983
Joseph,M,30452,1983
Justin,M,28297,1983
Ryan,M,27842,1983
Brian,M,26064,1983
Andrew,M,25574,1983
William,M,25387,1983
Brandon,M,23515,1983
Adam,M,23485,1983
Jonathan,M,22746,1983
Eric,M,20343,1983
Nicholas,M,19892,1983
Jennifer,F,50562,1984
Jessica,F,45854,1984
Ashley,F,38766,1984
Amanda,F,33906,1984
Sarah,F,25876,1984
Stephanie,F,23020,1984
Nicole,F,22262,1984
Melissa,F,21888,1984
Heather,F,21490,1984
Elizabeth,F,20363,1984
Megan,F,16978,1984
Crystal,F,16562,1984
Amy,F,15991,1984
Tiffany,F,15855,1984
Rachel,F,15840,1984
Danielle,F,15669,1984
Michelle,F,15496,1984
Amber,F,15366,1984
Laura,F,14812,1984
Christina,F,14700,1984
Christopher,M,60023,1984
Matthew,M,49770,1984
Joshua,M,40253,1984
David,M,38477,1984
Daniel,M,36526,1984
James,M,35847,1984
John,M,32604,1984
Robert,M,31766,1984
Joseph,M,30510,1984
Jason,M,29943,1984
Ryan,M,28717,1984
Justin,M,26766,1984
Andrew,M,25917,1984
Brandon,M,25672,1984
William,M,24899,1984
Brian,M,24721,1984
Adam,M,23938,1984
Jonathan,M,23330,1984
Nicholas,M,21012,1984
Anthony,M,20958,1984
Jessica,F,48345,1985
Ashley,F,47007,1985
Jennifer,F,42649,1985
Amanda,F,39053,1985
Sarah,F,24879,1985
Stephanie,F,23239,1985
Nicole,F,22965,1985
Heather,F,21151,1985
Elizabeth,F,20539,1985
Megan,F,20013,1985
Melissa,F,19956,1985
Christina,F,16597,1985
Rachel,F,16357,1985
Laura,F,15996,1985
Lauren,F,15766,1985
Amber,F,15505,1985
Brittany,F,15439,1985
Danielle,F,15406,1985
Kimberly,F,14912,1985
Amy,F,14424,1985
Christopher,M,59598,1985
Matthew,M,47068,1985
Joshua,M,42193,1985
Daniel,M,38533,1985
David,M,38510,1985
James,M,35846,1985
Robert,M,32087,1985
John,M,31497,1985
Joseph,M,30214,1985
Andrew,M,30166,1985
Ryan,M,29889,1985
Brandon,M,29298,1985
Jason,M,26032,1985
Justin,M,25539,1985
William,M,24602,1985
Jonathan,M,24120,1985
Brian,M,23053,1985
Nicholas,M,22394,1985
Anthony,M,22085,1985
Eric,M,20836,1985
Jessica,F,52668,1986
Ashley,F,49675,1986
Amanda,F,40525,1986
Jennifer,F,36181,1986
Sarah,F,28152,1986
Stephanie,F,22644,1986
Nicole,F,21285,1986
Brittany,F,20310,1986
Heather,F,19792,1986
Elizabeth,F,19068,1986
Megan,F,18593,1986
Melissa,F,17662,1986
Amber,F,16949,1986
Lauren,F,16674,1986
Rachel,F,15452,1986
Danielle,F,14941,1986
Tiffany,F,14481,1986
Kimberly,F,14416,1986
Christina,F,14377,1986
Laura,F,14173,1986
Christopher,M,56680,1986
Matthew,M,46916,1986
Joshua,M,37538,1986
David,M,37137,1986
Daniel,M,36564,1986
James,M,34033,1986
Andrew,M,33856,1986
Robert,M,31339,1986
John,M,30198,1986
Ryan,M,29503,1986
Joseph,M,28829,1986
Brandon,M,27250,1986
Justin,M,26625,1986
William,M,24326,1986
Jonathan,M,23963,1986
Nicholas,M,22798,1986
Jason,M,22392,1986
Anthony,M,21948,1986
Brian,M,21022,1986
Kevin,M,19931,1986
Jessica,F,55988,1987
Ashley,F,54848,1987
Amanda,F,41785,1987
Jennifer,F,32696,1987
Sarah,F,27889,1987
Stephanie,F,22397,1987
Brittany,F,22228,1987
Nicole,F,20282,1987
Heather,F,18979,1987
Elizabeth,F,18604,1987
Samantha,F,17938,1987
Megan,F,17823,1987
Melissa,F,17672,1987
Danielle,F,17004,1987
Amber,F,16748,1987
Lauren,F,16707,1987
Rachel,F,15642,1987
Tiffany,F,14742,1987
Emily,F,14712,1987
Christina,F,13815,1987
Christopher,M,54484,1987
Matthew,M,46478,1987
Joshua,M,39994,1987
David,M,36780,1987
Andrew,M,36199,1987
Daniel,M,35857,1987
James,M,32632,1987
Justin,M,31490,1987
Robert,M,30228,1987
John,M,29538,1987
Joseph,M,28507,1987
Ryan,M,28475,1987
Brandon,M,24815,1987
William,M,24200,1987
Nicholas,M,23247,1987
Anthony,M,23115,1987
Jonathan,M,23099,1987
Kevin,M,20413,1987
Brian,M,20350,1987
Eric,M,20200,1987
Jessica,F,51537,1988
Ashley,F,49963,1988
Amanda,F,39452,1988
Sarah,F,28363,1988
Jennifer,F,27886,1988
Brittany,F,26816,1988
Stephanie,F,22833,1988
Samantha,F,20699,1988
Nicole,F,20311,1988
Elizabeth,F,20035,1988
Lauren,F,19636,1988
Megan,F,18567,1988
Tiffany,F,18364,1988
Heather,F,18036,1988
Amber,F,16678,1988
Melissa,F,16545,1988
Danielle,F,16252,1988
Emily,F,15868,1988
Rachel,F,15343,1988
Kayla,F,13430,1988
Christopher,M,52991,1988
Matthew,M,45865,1988
Joshua,M,42647,1988
Andrew,M,35734,1988
David,M,35305,1988
Justin,M,35034,1988
Daniel,M,34689,1988
James,M,32497,1988
Robert,M,30310,1988
John,M,29398,1988
Joseph,M,29002,1988
Ryan,M,27734,1988
Nicholas,M,25291,1988
Jonathan,M,24345,1988
William,M,24118,1988
Brandon,M,23728,1988
Anthony,M,23629,1988
Eric,M,20159,1988
Kevin,M,20156,1988
Kyle,M,19887,1988
Jessica,F,47882,1989
Ashley,F,47586,1989
Brittany,F,37786,1989
Amanda,F,36828,1989
Sarah,F,27791,1989
Samantha,F,24790,1989
Jennifer,F,23994,1989
Stephanie,F,22767,1989
Lauren,F,21062,1989
Elizabeth,F,20294,1989
Megan,F,19782,1989
Nicole,F,19027,1989
Emily,F,17322,1989
Amber,F,16758,1989
Heather,F,16246,1989
Tiffany,F,15714,1989
Danielle,F,15367,1989
Rachel,F,15358,1989
Melissa,F,15204,1989
Kayla,F,14902,1989
Christopher,M,53177,1989
Matthew,M,45372,1989
Joshua,M,44089,1989
David,M,35214,1989
Daniel,M,34994,1989
Andrew,M,34807,1989
Justin,M,32843,1989
James,M,32695,1989
Robert,M,30064,1989
Joseph,M,29872,1989
John,M,29840,1989
Ryan,M,28408,1989
Nicholas,M,28220,1989
William,M,24669,1989
Anthony,M,24418,1989
Jonathan,M,23600,1989
Brandon,M,23303,1989
Kevin,M,21201,1989
Kyle,M,20878,1989
Eric,M,18976,1989
Jessica,F,46473,1990
Ashley,F,45558,1990
Brittany,F,36537,1990
Amanda,F,34407,1990
Samantha,F,25866,1990
Sarah,F,25815,1990
Stephanie,F,24861,1990
Jennifer,F,22225,1990
Elizabeth,F,20742,1990
Lauren,F,20500,1990
Megan,F,20256,1990
Emily,F,19361,1990
Nicole,F,17950,1990
Kayla,F,17538,1990
Amber,F,15862,1990
Rachel,F,15704,1990
Courtney,F,15379,1990
Danielle,F,14332,1990
Heather,F,14220,1990
Melissa,F,13997,1990
Christopher,M,52331,1990
Matthew,M,44798,1990
Joshua,M,43216,1990
Daniel,M,33813,1990
David,M,33742,1990
Andrew,M,33655,1990
James,M,32345,1990
Justin,M,30637,1990
Joseph,M,30125,1990
Ryan,M,29244,1990
John,M,29070,1990
Robert,M,28867,1990
Nicholas,M,27902,1990
Anthony,M,25074,1990
William,M,24889,1990
Jonathan,M,24067,1990
Kyle,M,22699,1990
Brandon,M,22157,1990
Jacob,M,22008,1990
Tyler,M,20632,1990
Ashley,F,43479,1991
Jessica,F,43396,1991
Brittany,F,29090,1991
Amanda,F,28887,1991
Samantha,F,25644,1991
Sarah,F,25223,1991
Stephanie,F,22768,1991
Jennifer,F,20671,1991
Elizabeth,F,20388,1991
Emily,F,20308,1991
Megan,F,19276,1991
Kayla,F,18541,1991
Lauren,F,18407,1991
Rachel,F,16342,1991
Nicole,F,16049,1991
Amber,F,14993,1991
Danielle,F,13615,1991
Chelsea,F,13510,1991
Courtney,F,13441,1991
Melissa,F,13342,1991
Christopher,M,47098,1991
Matthew,M,41633,1991
Joshua,M,41219,1991
Andrew,M,31528,1991
Daniel,M,30918,1991
James,M,30503,1991
David,M,30416,1991
Joseph,M,29836,1991
John,M,27797,1991
Ryan,M,27533,1991
Nicholas,M,27356,1991
Robert,M,26828,1991
Justin,M,26783,1991
Brandon,M,26015,1991
Tyler,M,25205,1991
Jacob,M,25189,1991
Anthony,M,24439,1991
William,M,23864,1991
Jonathan,M,22971,1991
Kyle,M,21610,1991
Ashley,F,38453,1992
Jessica,F,38354,1992
Amanda,F,25034,1992
Brittany,F,24977,1992
Sarah,F,24634,1992
Samantha,F,24406,1992
Emily,F,21832,1992
Stephanie,F,19670,1992
Elizabeth,F,19032,1992
Megan,F,17843,1992
Jennifer,F,17820,1992
Lauren,F,17213,1992
Kayla,F,16516,1992
Nicole,F,16323,1992
Chelsea,F,16174,1992
Rachel,F,15836,1992
Taylor,F,14949,1992
Danielle,F,14097,1992
Amber,F,13913,1992
Rebecca,F,13111,1992
Christopher,M,42462,1992
Matthew,M,37733,1992
Joshua,M,36214,1992
Andrew,M,30534,1992
Brandon,M,29618,1992
Daniel,M,29146,1992
Tyler,M,28792,1992
James,M,28502,1992
David,M,28408,1992
Joseph,M,27890,1992
Nicholas,M,27754,1992
Ryan,M,27005,1992
John,M,26242,1992
Jacob,M,25659,1992
Zachary,M,24797,1992
Robert,M,24088,1992
Justin,M,23612,1992
Anthony,M,23164,1992
William,M,23065,1992
Jonathan,M,21402,1992
Jessica,F,34987,1993
Ashley,F,34848,1993
Sarah,F,24251,1993
Samantha,F,23666,1993
Emily,F,23593,1993
